requirement_id,source_file,category,hint_tag,section_code,section_heading,requirement_text,evidence_expected,mandatory,source_pages,snippet,status
REQ-SEC-4,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,4,4.ПОДНЕСУВАЊЕ И ОТВОРАЊЕ НА ПОНУДИТЕ..................................................................................12,4.ПОДНЕСУВАЊЕ И ОТВОРАЊЕ НА ПОНУДИТЕ..................................................................................12,review_section_content,yes,,4.ПОДНЕСУВАЊЕ И ОТВОРАЊЕ НА ПОНУДИТЕ..................................................................................12,draft_from_target_section
REQ-SEC-5,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,5,5.УТВРДУВАЊЕ СПОСОБНОСТ..............................................................................................................13,"5.УТВРДУВАЊЕ СПОСОБНОСТ..............................................................................................................13
6.КРИТЕРИУМ ЗА НАЈПОВОЛНА ПОНУДА............................................................................................18
7.ОТВОРАЊЕ И ЕВАЛУАЦИЈА НА ПОНУДИТЕ.......................................................................................19
8.СКЛУЧУВАЊЕ НА ДОГОВОРОТ ЗА ЈАВНА НАБАВКА ИЛИ НА РАМОВНАТА СПОГОДБА..................22
9.ПРАВО НА ЖАЛБА И ЗАВРШУВАЊЕ НА ПОСТАПКАТА ЗА ЈАВНА НАБАВКА....................................23
10.ЗАДОЛЖИТЕЛНИ ЕЛЕМЕНТИ ОД ДОГОВОРОТ ЗА ЈАВНА НАБАВКА..............................................24
11.ДОПОЛНИТЕЛНИ ИНФОРМАЦИИ....................................................................................................24
1.ОПШТИ ИНФОРМАЦИИ
3
1.1.Дефиниции
1.1.1Одредени поими употребени во оваа тендерска документација го имаат следново значење:
„Договор за јавна набавка“ е договор склучен во писмена форма меѓу еден или повеќе економски
оператори и договорниот орган чиј предмет е обезбедување услуги ;
„Постапка за јавна набавка“ е постапка што ја спроведува договорниот орган, чија цел или дејство
е купување или стекнување услуги ;
„Економски оператор“ е секое физичко или правно лице или група такви лица, вклучувајќи ги и сите
привремени здружувања, кои на пазарот или во постапките за јавни набавки нудат услуги ;
„Понудувач“ е економски оператор кој поднел понуда;
„Носител на набавката“ е понудувач или група на понудувачи кои склучиле договор за јавна
набавка;
„Подизведувач“ е правно или физичко лице кое за понудувачот, со кој договорниот орган склучил
договор за јавна набавка или рамковна спогодба, обезбедува услуги што се директно поврзани со
извршувањето на договорот или рамковната спогодба;
„Тендерска документација“ е секој документ изработен од страна на договорниот орган или на кој
упатува договорниот орган, а со кој се опишуваат или се утврдуваат елементите на одредена
набавка или постапка, вклучувајќи го и огласот за јавна набавка, претходното информативно
известување или периодичното индикативно известување кое се користи како замена за оглас за
јавна набавка, техничките спецификации, описната документација, предложените услови на
договорот, обрасците што ги пополнуваат кандидатите или понудувачите, информациите за
општоприменливите прописи и сета дополнителна документација;
„",review_section_content,yes,,"5.УТВРДУВАЊЕ СПОСОБНОСТ..............................................................................................................13
6.КРИТЕРИУМ ЗА НАЈПОВОЛНА ПОНУДА............................................................................................18
7.ОТВОРАЊЕ И ЕВАЛ",draft_from_target_section
REQ-SEC-1-3,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,1.3,1.3.Предмет на постапката за јавна набавка,"1.3.Предмет на постапката за јавна набавка
1.3.1.Предмет на постапката за јавната набавка е извршување услуги - Интернет услуги.
Детален опис на предметот на набавка е даден во техничките спецификации.
1.3.2.Предметот на набавката е делив .
Број на дел Предмет на делот од договорот за јавна набавка Проценета вредност на дел
1 Општи интернет услуги 7525200.00
2 Е-маил услуги 1671660.00
Договорот за јавната набавка ќе биде со времетраење од 12 месеци.Применливи
прописи
1.3.3.Оваа постапка се спроведува согласно со Законот за јавните набавки („Службен весник на
Република Македонија“ бр.24/2019 и „Службен весник на Република Северна Македонија“
бр.87/21 и 14/25) и важечките подзаконски акти, како и Важечки подзаконски акти и материјални
прописи кои го уредуваат предметот на набавка..
1.3.4.При подготовка на својата понуда, економските оператори треба да ги имаат предвид
важечките прописи од областа на даноците и другите јавни давачки, работните односи, работните
5
услови, заштитата при работа, заштита на личните податоци. Сите прописи може да се најдат во
соодветните изданија на Службен весник на Република Северна Македонија. Дополнителни
податоци во однос на важечките прописи од горенаведените области, понудувачот може да добие
од Управата за јавни приходи, Царинската управа и Министерството за финансии (за даноците и
другите јавни давачки), Министерството за труд и социјална политика (за работните односи,
работните услови и заштитата при работа), Дирекцијата за заштита на личните податоци (за заштита
на личните податоци).
1.4.Општи мерки за спречување на корупцијата
1.4.1.Договорниот орган, во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.4.2.Кај договорниот орган Судски совет на РСМ, лицето Весна Толева, контакт тел/моб. 078/387-
745, електронска адреса vesna.toleva@ssrm.mk е овластено за прием на пријави за заштитено
внатрешно и надворешно пријавување од страна на укажувачи, а во врска со корупција во јавните
набавки.1",review_section_content,yes,,"1.3.Предмет на постапката за јавна набавка
1.3.1.Предмет на постапката за јавната набавка е извршување услуги - Интернет услуги.
Детален опис на предметот на набавка е даден во техничките спецификации.
1.3.2.Предметот на набавката е делив .
Број на дел Предмет на делот од договор",draft_from_target_section
REQ-SEC-1-5,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,1.5,1.5.Вид на постапка за јавна набавка,"1.5.Вид на постапка за јавна набавка
1.5.1.Договорот за јавна набавка ќе се додели со примена на отворена постапка.
1.5.2.Оваа постапка се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнава интернет адреса
https://www.e-nabavki.gov.mk и Правилникот за начинот на користење на електронскиот систем за
јавни набавки („Службен весник на Република Северна Македонија“ бр. 64/2019 и 271/2019).
1.5.3.Доколку во текот на постапката за доделување договор за јавна набавка, најповолната
прифатлива понуда согласно условите на постапката е со цена повисока од износот на средства
утврден во одлуката за јавна набавка, договорниот орган може да ја измени одлуката и да
дообезбеди средства потребни за реализација на договорот, под услов понудената цена да не е
понеповолна од реалните цени на пазарот и да не го надминува вредносниот праг пропишан за
видот на постапката.
1.6.Посебни начини за доделување на договорот за јавна набавка",review_section_content,yes,,"1.5.Вид на постапка за јавна набавка
1.5.1.Договорот за јавна набавка ќе се додели со примена на отворена постапка.
1.5.2.Оваа постапка се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнав",draft_from_target_section
REQ-SEC-1-6-1,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,1.6.1,1.6.1.Електронска аукцијаДоговорот за јавна набавка ќе се додели со користење електронска,"1.6.1.Електронска аукцијаДоговорот за јавна набавка ќе се додели со користење електронска
аукција со цел добивање нови цени корегирани надолу, односно нови вредности за одредени
елементи од понудите.
Поканата за учество на аукцијата ќе биде електронски испратена во поштенското сандаче на
корисничкиот профил на ЕСЈН на лицето за контакт наведено во Образецот за понуда кое претходно
е регистрирано во ЕСЈН.
1 Во согласност со членовите 4 и 5 од Законот за заштита на укажувачи
6",review_section_content,yes,,"1.6.1.Електронска аукцијаДоговорот за јавна набавка ќе се додели со користење електронска
аукција со цел добивање нови цени корегирани надолу, односно нови вредности за одредени
елементи од понудите.
Поканата за учество на аукцијата ќе биде електронски испратена во поштенското са",draft_from_target_section
REQ-SEC-1-6-1-1,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,1.6.1.1,"1.6.1.1.Предмет на електронската аукција ќе биде Вкупната цена за сите локации на месечно ниво,","1.6.1.1.Предмет на електронската аукција ќе биде Вкупната цена за сите локации на месечно ниво,
за секој дел од набавката, без ДДВ во денари, изразена во бројки.
Напомена: делот на понудата кој ќе биде предмет на е-аукција треба да се определи и изрази
во бројки или %.
1.6.1.2.Сите понудувачи што поднеле прифатливи понуди, истовремено ќе се поканат да достават
нови цени или нови вредности за делот на понудата кој е предмет на електронска аукција.
1.6.1.3.Сите понудувачи во секоја фаза од аукцијата ќе имаат пристап до информациите кои ќе им
овозможат во секое време да го утврдат својот ранг.
1.6.1.4.Доколку во постапката за јавна набавка остане само една прифатлива понуда, електронска
аукција нема да се спроведе.
1.6.1.5.По завршувањето на електронската аукција, доколку предметот на набавката или
поединечниот дел се состои од повеќе ставки, цената на секоја од поединечните ставки ќе се
пресметува со соодветно намалување кое ќе биде еднакво на процентот на намалување на цената
на првичната понуда на избраниот најповолен понудувач (пред електронската аукција) и цената на
последната понуда (по завршувањето на аукцијата).
1.6.2.Рамковна спогодба: Постапката ќе се спроведе БЕЗ користење на рамковна спогодба.
2.ПОЈАСНУВАЊЕ,ИЗМЕНУВАЊЕ И ДОПОЛНУВАЊЕ НА ТЕНДЕРСКАТА ДОКУМЕНТАЦИЈА
2.1.Достапност на тендерската докуменатација
2.1.1.Тендерската документација е достапна на ЕСЈН и истата е автоматски генерирана врз основа
на податоците внесени во огласот.
2.2.Појаснување на тендерската документација
2.2.1.Економскиот оператор може да побара појаснување на тендерската документација преку
модулот „Прашања и одговори“ на ЕСЈН, најмалку 8 (осум) дена пред крајниот рок за поднесување
на понудите.
2.2.2.Појаснувањето договорниот орган ќе го достави преку истиот модул, без да го открие
идентитетот на економскиот оператор кој го поставил прашањето, за што економските оператори
што презеле тендерска документација ќе добијат автоматско електронско известување дека е
даден одговор на поставеното прашање.
2.3.Изменување и дополнување на тендерската документација
2.3.1.Договорниот орган може, по свое наоѓање или врз основа на поднесените прашања за
објаснување поднесени од страна на економските оператори, да ја измени или да ја дополни
тендерската документација, при што во најкус можен рок, но не подоцна од шест дена пред истекот
на крајниот рок за поднесување на понудите ги прави доста",review_section_content,yes,,"1.6.1.1.Предмет на електронската аукција ќе биде Вкупната цена за сите локации на месечно ниво,
за секој дел од набавката, без ДДВ во денари, изразена во бројки.
Напомена: делот на понудата кој ќе биде предмет на е-аукција треба да се определи и изрази
во бројки или %.
1.6.1.2.Си",draft_from_target_section
REQ-SEC-3-4,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,3.4,3.4.Начин на плаќање,"3.4.Начин на плаќање
3.4.1.Начинот на плаќање е во рок од 30 дена по доставена фактура на адресата на Договорниот
орган односно за секој договорен орган посебно од групата договорни органи..
3.5.Начин и рок на извршување на Услуги
3.5.1.Носителот на набавката е должен предметот на набавката да го извршува согласно техничката
спецификација..
3.5.2.Носителот на набавката е должен предметот на набавката да го извршува во рок од 12
месеци, од денот на склучување на основниот договор за јавна набавка односно секој анекс-
договор. Носителот на набавката треба иницијално да ја воспостави услугата во рок од 30 дена по
потпишувањето на основниот договор односно во рок од 30 дена по потпишувањето на анекс-
договорот со секој субјект од Табела 1..
3.6.Период на важност на понудата
3.6.1.Периодот на важност на понудата ќе изнесува 150 дена од денот на јавното отворање за чие
времетраење понудата во сите нејзини елементи е обврзувачка за понудувачот. Доколку денот на
отворањето на понудата е неработен, периодот на важноста на понудата се смета од наредниот
2 Доколку предметот на набавка е оформен во делови
9
работен ден. Понудите кои содржат покус период на важност од оној утврден во оваа точка од
тендерската документација ќе бидат отфрлени како неприфатливи.
3.6.2.Договорниот орган може, во исклучителни случаи кои не настанале по негова вина, да побара
од понудувачите продолжување на периодот на важност на понудите.
3.7.Средства за обезбедување
3.7.1.Гаранција на понудата
3.7.1.1.Во прилог на понудата, понудувачот доставува и електронски потпишана изјава за
сериозност на понудата, при што треба да го користи образецот на изјава даден во прилог на
тендерската документација. Доколку дојде до прекршување на дадената изјава за сериозност на
понудата, истото ќе резултира со исклучување од натамошната постапка и издавање негативна
референца против таквиот понудувач на начин и согласно условите утврдени во Законот за јавните
набавки.
3.7.1.2.Со изјавата економскиот оператор изјавува дека:
нема да ја повлече својата понуда пред истекот на периодот на нејзината важност,
ќе ја прифати исправката на аритметичките грешки од страна на комисијата,
ќе го потпише договорот за јавна набавка согласно со условите од тендерската
документација и доставената понуда или
ќе ја обезбеди гаранцијата за квалитетно и навремено извршување на договорот, ако
договорниот орган ја предвидел во тенд",review_section_content,yes,,"3.4.Начин на плаќање
3.4.1.Начинот на плаќање е во рок од 30 дена по доставена фактура на адресата на Договорниот
орган односно за секој договорен орган посебно од групата договорни органи..
3.5.Начин и рок на извршување на Услуги
3.5.1.Носителот на набавката е должен предметот н",draft_from_target_section
REQ-SEC-3-9,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,3.9,3.9.Краен рок за поднесување на понудите,"3.9.Краен рок за поднесување на понудите
3.9.1.Краен рок за доставување на понудите е 24.06.2025 година, до 09:00 часот.
3.9.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk .
3.9.3.По истекот на крајниот рок за поднесување на понудите истите нема да може да се
поднесат.",review_section_content,yes,,"3.9.Краен рок за поднесување на понудите
3.9.1.Краен рок за доставување на понудите е 24.06.2025 година, до 09:00 часот.
3.9.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk .
3.9.3.По истекот на крајниот рок за поднесување на понудите ист",draft_from_target_section
REQ-SEC-3-10,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,3.10,3.10.Содржина на понудата,"3.10.Содржина на понудата
3.10.1.Понудата треба да е составена од следнава документација
 финансиска понуда
техничка понуда со бараните прилози кон техничката понуда
документи за докажување дека не постојат причини за исклучување од постапката,
документ за докажување на способноста за вршење на професионална дејност,
докази за исполнување на техничката или професионалната способност
докази за стандардите за системи за квалитет
изјава за сериозност на понудата
лиценца/дозвола/потврда како доказ дека се исполнети посебните услови за вршење на
дејноста пропишани со закон

3.11.Подизведување
3.11.1.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во
понудата:
Ги наведува сите подизведувачи, како и секој дел од договорот за кој има намера да го
додели на подизведувачи;
Доставува контакт податоци за законските застапници на предложените подизведувачи;
Доставува документација за утврдување способност на предложените подизведувачи и
Доставува барање од подизведувачот за директно плаќање, доколку подизведувачот го
бара тоа.
4.УТВРДУВАЊЕ СПОСОБНОСТ
4.1.Утврдување способност
11
4.1.1.Во постапката за јавна набавка ќе може да учествуваат економски оператори за кои,
договорниот орган преку придружната документација утврдува:
-дека не постојат причини за исклучување од постапката,
-дека се исполнети условите за квалитативен избор, и тоа:
oспособност за вршење професионална дејност;
oтехничка и професионална способност
и следниве стандарди:
oза системи за квалитет
o",review_section_content,yes,,"3.10.Содржина на понудата
3.10.1.Понудата треба да е составена од следнава документација
 финансиска понуда
техничка понуда со бараните прилози кон техничката понуда
документи за докажување дека не постојат причини за исклучување од постапката,
документ за докажување на спосо",draft_from_target_section
REQ-SEC-4-2,тендерска_документација_09362-2025_20250616080130.pdf,section_extract,section_extract,4.2,4.2.Причини за исклучување од постапката,"4.2.Причини за исклучување од постапката
4.2.1.Договорниот орган ќе го исклучи од постапката за јавна набавка економскиот оператор:
доколку утврди дека на економскиот оператор или на лицето кое е член на управниот или
на надзорниот орган на тој економски оператор или кое има овластувања за застапување
или донесување одлуки или надзор врз него, во последните пет години му е изречена
правосилна судска пресуда за сторено кривично дело кое има елементи од кривичните дела
учество во злосторничко здружување, корупција, затајување даноци и придонеси,
тероризам или казнени дела поврзани со терористички активности, перење пари и
финансирање тероризам и злоупотреба на детскиот труд и трговија со луѓе, утврдени во
Кривичниот законик.
кој има неплатени даноци, придонеси или други јавни давачки, освен ако му е одобрено
одложено плаќање на даноците, придонесите или другите јавни давачки во согласност со
посебните прописи и истите редовно ги плаќа;
кој е во постапка на стечај или во постапка на ликвидација;
на кој му е изречена споредна казна забрана за учество во постапки за јавен повик,
доделување договори за јавна набавка и договори за јавно приватно партнерство;
на кој му е изречена споредна казна привремена или трајна забрана за вршење на одделна
дејност;
на кој му е изречена прекршочна санкција забрана за вршење професија, дејност или
должност, односно привремена забрана за вршење одделна дејност или
кој дава лажни податоци или не ги доставува податоците што ги бара договорниот орган.
4.2.2.Договорниот орган го исклучува економскиот оператор од постапката за јавна набавка
доколку до крајниот рок за поднесување на понудите или пријавите за учество е на листата на
издадени негативни референци.
4.2.3.Договорниот орган ќе го исклучи економскиот оператор од постапката за јавна набавка во
случаите доколку:
a) договорниот орган оправдано заклучи дека економскиот оператор со други
економски оператори постигнал договор чија цел или последица е нарушување на конкуренцијата.
Се смета дека заклучокот на договорниот орган од оваа точка е оправдан доколку Комисијата за
12
заштита на конкуренцијата, врз основа на пријава на договорниот орган, во рок од 15 дена го
извести договорниот орган дека ќе поведе прекршочна постапка;
б) економскиот оператор покажал значителни или постојани недостатоци во
исполнувањето клучни обврски во претходни договори за јавни набавки или претходни",review_section_content,yes,,"4.2.Причини за исклучување од постапката
4.2.1.Договорниот орган ќе го исклучи од постапката за јавна набавка економскиот оператор:
доколку утврди дека на економскиот оператор или на лицето кое е член на управниот или
на надзорниот орган на тој економски оператор или кое има овл",draft_from_target_section
