requirement_id,source_file,category,hint_tag,section_code,section_heading,requirement_text,evidence_expected,mandatory,source_pages,snippet,status
REQ-SEC-4,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,4,4.ПОДНЕСУВАЊЕ И ОТВОРАЊЕ НА ПОНУДИ.......................................................................................9,4.ПОДНЕСУВАЊЕ И ОТВОРАЊЕ НА ПОНУДИ.......................................................................................9,review_section_content,yes,,4.ПОДНЕСУВАЊЕ И ОТВОРАЊЕ НА ПОНУДИ.......................................................................................9,draft_from_target_section
REQ-SEC-5,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,5,5.УТВРДУВАЊЕ СПОСОБНОСТ.............................................................................................................10,"5.УТВРДУВАЊЕ СПОСОБНОСТ.............................................................................................................10
6.ОТВОРАЊЕ И ЕВАЛУАЦИЈА НА ПОНУДИТЕ......................................................................................15
7.СКЛУЧУВАЊЕ НА ДОГОВОРОТ ЗА ЈАВНА НАБАВКА ИЛИ РАМКОВНАТА СПОГОДБА....................17
8.ПРАВО НА ЖАЛБА И ЗАВРШУВАЊЕ НА ПОСТАПКАТА ЗА ЈАВНА НАБАВКА...................................19
9.ЗАДОЛЖИТЕЛНИ ЕЛЕМЕНТИ ОД ДОГОВОРОТ ЗА ЈАВНА НАБАВКА...............................................20
1.ОПШТИ ИНФОРМАЦИИ
1.1.Дефиниции
1.1.1Одредени поими употребени во оваа тендерска документација го имаат следново значење:
„Договор за јавна набавка“ е договор склучен во писмена форма меѓу еден или повеќе економски
оператори и договорниот орган чиј предмет е обезбедување услуги ;
„Постапка за јавна набавка“ е постапка што ја спроведува договорниот орган, чија цел или дејство
е купување или стекнување услуги ;
„Економски оператор“ е секое физичко или правно лице или група такви лица, вклучувајќи ги и сите
привремени здружувања, кои на пазарот или во постапките за јавни набавки нудат услуги ;
„Понудувач“ е економски оператор кој поднел понуда;
„Носител на набавката“ е понудувач или група на понудувачи кои склучиле договор за јавна
набавка;
„Подизведувач“ е правно или физичко лице кое за понудувачот, со кој договорниот орган склучил
договор за јавна набавка или рамковна спогодба, обезбедува услуги што се директно поврзани со
извршувањето на договорот или рамковната спогодба;
„Тендерска документација“ е секој документ изработен од страна на договорниот орган или на кој
упатува договорниот орган, а со кој се опишуваат или се утврдуваат елементите на одредена
набавка или постапка, вклучувајќи го и огласот за јавна набавка, претходното информативно
известување или периодичното индикативно известување кое се користи како замена за оглас за
јавна набавка, техничките спецификации, описната документација, предложените услови на
договорот, обрасците што ги пополнуваат кандидатите или понудувачите, информациите за
општоприменливите прописи и сета дополнителна документација;
„Технички спецификации“ се:
-во случај на јавна набавка на стоки или услуги, спецификација со која се дефинираат
карактеристиките на производот или услугата, како што се ниво на квалитет, влијание врз животната
средина и климатски влијанија, опис на сите услови ",review_section_content,yes,,"5.УТВРДУВАЊЕ СПОСОБНОСТ.............................................................................................................10
6.ОТВОРАЊЕ И ЕВАЛУАЦИЈА НА ПОНУДИТЕ......................................................................................15
7.СКЛУЧУВАЊЕ НА ДОГОВ",draft_from_target_section
REQ-SEC-1-3,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,1.3,1.3.Предмет на постапката за јавна набавка,"1.3.Предмет на постапката за јавна набавка
1.3.1.Предмет на постапката за јавната набавка извршување услуги - Ангажирање на приватна
агенција за вработување за потребите на општина Струмица.
Детален опис на предметот на набавка е даден во техничките спецификации.
1.3.2.Предметот на набавката не е делив.
1.3.3. Договорот за јавната набавка ќе биде со времетраење од 12 месеци .
1.4.Применливи прописи
1.4.1.Оваа постапка се спроведува согласно со Законот за јавните набавки („Службен весник на
Република Македонија“ бр.24/2019 и „Службен весник на Република Северна Македонија""
бр.87/21, 14/25) и важечките подзаконски акти, како и Законот за приватните агенции за
вработување („Службен весник на РМ“, бр.113/2018 и „Службен весник на РСМ“, бр.18/20)..
1.4.2.При подготовка на својата понуда, економските оператори треба да ги имаат предвид
важечките прописи од областа на даноците и другите јавни давачки, работните односи, работните
услови, заштитата при работа, заштита на личните податоци. Сите прописи може да се најдат во
соодветните изданија на Службен весник на Република Северна Македонија. Дополнителни
податоци во однос на важечките прописи од горенаведените области, понудувачот може да добие
од Управата за јавни приходи, Царинската управа и Министерството за финансии (за даноците и
другите јавни давачки), Министерството за труд и социјална политика (за работните односи,
работните услови и заштитата при работа), Дирекцијата за заштита на личните податоци (за заштита
на личните податоци).",review_section_content,yes,,"1.3.Предмет на постапката за јавна набавка
1.3.1.Предмет на постапката за јавната набавка извршување услуги - Ангажирање на приватна
агенција за вработување за потребите на општина Струмица.
Детален опис на предметот на набавка е даден во техничките спецификации.
1.3.2.Предметот ",draft_from_target_section
REQ-SEC-1-5,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,1.5,1.5.Општи мерки за спречување на корупцијата,"1.5.Општи мерки за спречување на корупцијата
1.5.1.Договорниот орган, во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.5.2.Кај договорниот орган Општина Струмица, лицето Александар Муканов, контакт телефон
+389-78-314-190, електронска адреса aleksandar.mukanov@strumica.gov.mk е овластено за прием на
пријави за заштитено внатрешно и надворешно пријавување од страна на укажувачи, а во врска со
корупција во јавните набавки.1
1.6.Вид на постапка за јавна набавка",review_section_content,yes,,"1.5.Општи мерки за спречување на корупцијата
1.5.1.Договорниот орган, во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.5.2.Кај",draft_from_target_section
REQ-SEC-1-6-1,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,1.6.1,1.6.1.Договорот за јавна набавка ќе се додели со примена на поедноставена отворена постапка.,"1.6.1.Договорот за јавна набавка ќе се додели со примена на поедноставена отворена постапка.
1.6.2. Оваа постапка се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнава интернет адреса
https://www.e-nabavki.gov.mk и Правилникот за начинот на користење на електронскиот систем за
јавни набавки („Службен весник на Република Северна Македонија“ бр. 64/2019 и бр.271/19).
1.7.Посебни начини за доделување на договорот за јавна набавка
1.7.1.Електронска аукција
1.7.1.1.Договорот за јавна набавка ќе се додели со користење електронска аукција со цел добивање
нови цени коригирани надолу, односно нови вредности за одредени елементи од понудите.
1.7.1.2.Предмет на електронската аукција ќе биде Предмет на електронската аукција ќе биде
вкупната цена/ провизија на понудата (во проценти изразена провизија на бруто плата на отстапен
работник)..
[Напомена: делот на понудата кој ќе биде предмет на е-аукција треба да се определи и изрази во
бројки или %].
1.7.1.3.Сите понудувачи што поднеле прифатливи понуди, истовремено ќе се поканат да достават
нови цени или нови вредности за делот на понудата кој е предмет на електронска аукција.
1.7.1.4.Сите понудувачи во секоја фаза од аукцијата ќе имаат пристап до информациите кои ќе им
овозможат во секое време да го утврдат својот ранг.
1.7.1.5.Доколку во постапката за јавна набавка остане само една прифатлива понуда, електронска
аукција нема да се спроведе.
1.7.1.6.По завршувањето на електронската аукција, доколку предметот на набавката или
поединечниот дел се состои од повеќе ставки, цената на секоја од поединечните ставки ќе се
пресметува со соодветно намалување кое ќе биде еднакво на процентот на намалување на цената
1 Во согласност со членовите 4 и 5 од Законот за заштита на укажувачи
на првичната понуда на избраниот најповолен понудувач (пред електронската аукција) и цената на
последната понуда (по завршувањето на аукцијата).
1.7.2.Рамковна спогодба: Постапката ќе се спроведе БЕЗ користење на рамковна спогодба.
2.ПОЈАСНУВАЊЕ, ИЗМЕНУВАЊЕ И ДОПОЛНУВАЊЕ НА ТЕНДЕРСКАТА
ДОКУМЕНТАЦИЈА
2.1.Достапност на тендерската докуменатација
2.1.1.Тендерската документација е достапна на ЕСЈН и истата автоматски се генерира врз основа
на податоците внесени во огласот.
2.2.Појаснување на тендерската документација
2.2.1.Економскиот оператор може да побара појаснува",review_section_content,yes,,"1.6.1.Договорот за јавна набавка ќе се додели со примена на поедноставена отворена постапка.
1.6.2. Оваа постапка се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнава интернет адреса
http",draft_from_target_section
REQ-SEC-3-4,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,3.4,3.4.Цена на понудата,"3.4.Цена на понудата
3.4.1.Во цената на понудата треба да се засметани сите трошоци и попусти на вкупната цена на
понудата, изразена во денари, без ДДВ кој се искажува посебно. Оттука, предмет на евалуација ќе
биде вкупната цена во денари со вклучени увозни царини без ДДВ.
Македонскиот денар ќе се користи како валута за утврдување на висината на банкарските гаранции
доколку се побарани во тендерската документација и тоа: банкарска гаранција на понудата,
банкарска гаранција за авансно плаќање и банкарска гаранција за квалитетно извршување на
договорот, висината на авансот (доколку e побаран) како и вредноста на договорот за јавна набавка
со најповолниот понудувач, доколку е со седиште во странство.
Курсната листа која ќе се користи е курсната листа на Народната банка на Република Северна
Македонија, а курсевите за размена се оние кои важеле 14 дена пред крајниот рок за поднесување
на понудите.
3.5.Начин на плаќање
3.5.1.Плаќањето за извршените услуги согласно ќе се врши во рок од 10 (десет) дена сметано од
приемот на фактурата, во архива на договорниот орган, ул. „Сандо Масев“, бр.1, 2400,
Струмица.
Носителот на набавката му доставува фактура на работодавачот корисник во која ќе ги
пресмета направените трошоци за плата, придонеси, додатоци и надоместоци согласно
законските прописи и КД, и агенциската провизија согласно понудата и тоа во висина од %
од бруто износот на фактурираната вредност за секој вработен за секој месец од
времетраењето на договорот за вработување..
3.6.Начин и рок на извршување на Услуги
3.6.1.Носителот на набавката е должен предметот на набавката да го извршува на начин детално
опишан во техничките спецификации и потребите на договорниот орган наведени во Барањето за
ангажирање на привремен агенциски работник.
- Носителот на набавката должен е да отстапува работници кои ги исполнуваат потребните
квалификации, во согласност со Законот за приватните агенции за вработување, прописите за
работните односи и останатите законски прописи релевантни за предметот на набавката.
- Носителот на набавката должен е на отстапените работници редовно да им ја исплатува платата,
придонесите и надоместоците на плата, најдоцна во рок од 2 (два) работни дена сметано од денот
на плаќањето на фактурата од страна на договорниот орган..
3.6.2.Носителот на набавката должен е услугата да ја извршува за времетраење од 12 (дванаесет)
месеци, по потреба и на барање на",review_section_content,yes,,"3.4.Цена на понудата
3.4.1.Во цената на понудата треба да се засметани сите трошоци и попусти на вкупната цена на
понудата, изразена во денари, без ДДВ кој се искажува посебно. Оттука, предмет на евалуација ќе
биде вкупната цена во денари со вклучени увозни царини без ДДВ.
Македо",draft_from_target_section
REQ-SEC-4-2,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,4.2,4.2.Краен рок за поднесување на понудите,"4.2.Краен рок за поднесување на понудите
4.2.1.Краен рок за доставување на понудите е 06.03.2026 година, до 12:00 часот.
4.2.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk.
4.2.3.По истекот на крајниот рок за поднесување на понудите истите нема да може да се
поднесат.",review_section_content,yes,,"4.2.Краен рок за поднесување на понудите
4.2.1.Краен рок за доставување на понудите е 06.03.2026 година, до 12:00 часот.
4.2.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk.
4.2.3.По истекот на крајниот рок за поднесување на понудите исти",draft_from_target_section
REQ-SEC-4-3,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,4.3,4.3.Елементи на понудата,4.3.Елементи на понудата,review_section_content,yes,,4.3.Елементи на понудата,draft_from_target_section
REQ-SEC-4-3-1,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,4.3.1,4.3.1.Понудата треба да е составена од следниве елементи,"4.3.1.Понудата треба да е составена од следниве елементи
-финансиска понуда,
-техничка понуда со бараните прилози кон техничката понуда
-изјава за сериозност на понудата (Прилог 2),
-изјава за докажување способност или документи за докажување на способност",review_section_content,yes,,"4.3.1.Понудата треба да е составена од следниве елементи
-финансиска понуда,
-техничка понуда со бараните прилози кон техничката понуда
-изјава за сериозност на понудата (Прилог 2),
-изјава за докажување способност или документи за докажување на способност",draft_from_target_section
REQ-SEC-4-4,тендерска_документација_02335-2026_20260219152806.pdf,section_extract,section_extract,4.4,4.4. Подизведување,"4.4. Подизведување
4.4.1.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во понудата:
-Ги наведува сите подизведувачи, како и секој дел од договорот за кој има намера да го
додели на подизведувачи;
-Доставува контакт податоци за законските застапници на предложените
подизведувачи;
-Доставува документација за утврдување способност на предложените подизведувачи
и
- Доставува барање од подизведувачот за директно плаќање, доколку подизведувачот го
бара тоа.
5.УТВРДУВАЊЕ СПОСОБНОСТ",review_section_content,yes,,"4.4. Подизведување
4.4.1.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во понудата:
-Ги наведува сите подизведувачи, како и секој дел од договорот за кој има н",draft_from_target_section
