requirement_id,source_file,category,hint_tag,section_code,section_heading,requirement_text,evidence_expected,mandatory,source_pages,snippet,status
REQ-SEC-4,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,4,4.ПОДНЕСУВАЊЕ И ОТВАРАЊЕ НА ПОНУДИ.....................................................................9,4.ПОДНЕСУВАЊЕ И ОТВАРАЊЕ НА ПОНУДИ.....................................................................9,review_section_content,yes,,4.ПОДНЕСУВАЊЕ И ОТВАРАЊЕ НА ПОНУДИ.....................................................................9,draft_from_target_section
REQ-SEC-5,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,5,5.УТВРДУВАЊЕ СПОСОБНОСТ..........................................................................................11,"5.УТВРДУВАЊЕ СПОСОБНОСТ..........................................................................................11
6.КРИТЕРИУМИ ЗА ИЗБОР НА НАЈПОВОЛНА ПОНУДА....................................................16
7.ОТВОРАЊЕ И ЕВАЛУАЦИЈА НА ПОНУДИТЕ...................................................................20
8.СКЛУЧУВАЊЕ НА ДОГОВОРОТ ЗА ЈАВНА НАБАВКА ИЛИ НА РАМКОВНАТА СПОГОДБА23
9.ПРАВО НА ЖАЛБА И ЗАВРШУВАЊЕ НА ПОСТАПКАТА ЗА ЈАВНА НАБАВКА................24
10.ЗАДОЛЖИТЕЛНИ ЕЛЕМЕНТИ НА ДОГОВОР..................................................................25
1.ОПШТИ ИНФОРМАЦИИ
3
1.1.Дефиниции
1.1.1Одредени поими употребени во оваа тендерска документација го имаат следново значење:
„Договор за јавна набавка“ е договор склучен во писмена форма меѓу еден или повеќе економски
оператори и договорниот орган чиј предмет е обезбедување услуги ;
„Постапка за јавна набавка“ е постапка што ја спроведува договорниот орган, чија цел или дејство
е купување или стекнување услуги ;
„Економски оператор“ е секое физичко или правно лице или група такви лица, вклучувајќи ги и сите
привремени здружувања, кои на пазарот или во постапките за јавни набавки нудат услуги ;
„Понудувач“ е економски оператор кој поднел понуда;
„Носител на набавката“ е понудувач или група на понудувачи кои склучиле договор за јавна
набавка;
„Подизведувач“ е правно или физичко лице кое за понудувачот, со кој договорниот орган склучил
договор за јавна набавка или рамковна спогодба, обезбедува услуги што се директно поврзани со
извршувањето на договорот или рамковната спогодба;
„Тендерска документација“ е секој документ изработен од страна на договорниот орган или на кој
упатува договорниот орган, а со кој се опишуваат или се утврдуваат елементите на одредена
набавка или постапка, вклучувајќи го и огласот за јавна набавка, претходното информативно
известување или периодичното индикативно известување кое се користи како замена за оглас за
јавна набавка, техничките спецификации, описната документација, предложените услови на
договорот, обрасците што ги пополнуваат кандидатите или понудувачите, информациите за
општоприменливите прописи и сета дополнителна документација;
„Технички спецификации“ се:
во случај на јавна набавка на стоки или услуги, спецификација со која се дефинираат
карактеристиките на производот или услугата, како што се ниво на квалитет, влијание врз
животната средина и климатски влија",review_section_content,yes,,"5.УТВРДУВАЊЕ СПОСОБНОСТ..........................................................................................11
6.КРИТЕРИУМИ ЗА ИЗБОР НА НАЈПОВОЛНА ПОНУДА....................................................16
7.ОТВОРАЊЕ И ЕВАЛУАЦИЈА НА ПОНУДИТЕ................................",draft_from_target_section
REQ-SEC-1-3,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,1.3,1.3.Предмет на постапката за јавна набавка,"1.3.Предмет на постапката за јавна набавка
1.3.1.Предмет на постапката за јавната набавка е извршување услуги - Набавка на услуга за
изработка на софтвер за Развој и имплементација на web базирана геоинформатичка ИТ
платформа за управување со геопросторни податоци стандардизирани согласно INSPIRE
директивата во Министерството за транспорт.
Детален опис на предметот на набавка е даден во техничките спецификации.
1.3.2.Предметот на набавката не е делив.
1.3.3.Договорот за јавната набавка ќе биде со времетраење од 36 месеци.
1.4.Применливи прописи
1.4.1.Оваа постапка се спроведува согласно со Законот за јавните набавки („Службен весник на
Република Македонија“ бр.24/2019 и „Службен весник на Република Северна Македонија“
бр.87/21 и 14/25) и важечките подзаконски акти.
1.4.2.При подготовка на својата понуда, економските оператори треба да ги имаат предвид
важечките прописи од областа на даноците и другите јавни давачки, работните односи, работните
услови, заштитата при работа, заштита на личните податоци. Сите прописи може да се најдат во
соодветните изданија на Службен весник на Република Северна Македонија. Дополнителни
5
податоци во однос на важечките прописи од горенаведените области, понудувачот може да добие
од Управата за јавни приходи, Царинската управа и Министерството за финансии (за даноците и
другите јавни давачки), Министерството за труд и социјална политика (за работните односи,
работните услови и заштитата при работа), Дирекцијата за заштита на личните податоци (за заштита
на личните податоци).",review_section_content,yes,,"1.3.Предмет на постапката за јавна набавка
1.3.1.Предмет на постапката за јавната набавка е извршување услуги - Набавка на услуга за
изработка на софтвер за Развој и имплементација на web базирана геоинформатичка ИТ
платформа за управување со геопросторни податоци стандардизирани",draft_from_target_section
REQ-SEC-1-5,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,1.5,1.5.Општи мерки за спречување на корупцијата,"1.5.Општи мерки за спречување на корупцијата
1.5.1.Договорниот орган, во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.5.2.Кај договорниот орган Министерство за транспорт, лицето Маја Цветковска Илијевска,
контакт тел/моб. 071/276-149, електронска адреса maja.cvetkovska@mtc.gov.mk е овластено за
прием на пријави за заштитено внатрешно и надворешно пријавување од страна на укажувачи, а во
врска со корупција во јавните набавки.1
1.6.Вид на постапка за јавна набавка",review_section_content,yes,,"1.5.Општи мерки за спречување на корупцијата
1.5.1.Договорниот орган, во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.5.2.Кај",draft_from_target_section
REQ-SEC-1-6-1,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,1.6.1,1.6.1.Договорот за јавна набавка ќе се додели со примена на отворена постапка.,"1.6.1.Договорот за јавна набавка ќе се додели со примена на отворена постапка.
1.6.2.Оваа постапка се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнава интернет адреса
https://www.e-nabavki.gov.mk и Правилникот за начинот на користење на електронскиот систем за
јавни набавки („Службен весник на Република Северна Македонија“ бр. 64/2019 и 271/2019).
1.6.3.Доколку во текот на постапката за доделување договор за јавна набавка, најповолната
прифатлива понуда согласно условите на постапката е со цена повисока од износот на средства
утврден во одлуката за јавна набавка, договорниот орган може да ја измени одлуката и да
дообезбеди средства потребни за реализација на договорот, под услов понудената цена да не е
понеповолна од реалните цени на пазарот и да не го надминува вредносниот праг пропишан за
видот на постапката.
1.7.Посебни начини за доделување на договорот за јавна набавка
1.7.1.Електронска аукција:Постапката ќе се спроведе БЕЗ користење на електронска аукција.
1.7.2.Рамковна спогодба: Постапката ќе се спроведе БЕЗ користење на рамковна спогодба.
2.ПОЈАСНУВАЊЕ, ИЗМЕНУВАЊЕ И ДОПОЛНУВАЊЕ НА ТЕНДЕРСКАТА
ДОКУМЕНТАЦИЈА
2.1.Достапност на тендерската докуменатација
1 Во согласност со членовите 4 и 5 од Законот за заштита на укажувачи
6
2.1.1.Тендерската документација е достапна на ЕСЈН и истата е автоматски генерирана врз основа
на податоците внесени во огласот.
2.2.Појаснување на тендерската документација
2.2.1.Економскиот оператор може да побара појаснување на тендерската документација преку
модулот „Прашања и одговори“ на ЕСЈН, најмалку 8 (осум) дена пред крајниот рок за поднесување
на понудите.
2.2.2.Појаснувањето договорниот орган ќе го достави преку истиот модул, без да го открие
идентитетот на економскиот оператор кој го поставил прашањето, за што економските оператори
што презеле тендерска документација ќе добијат автоматско електронско известување дека е
даден одговор на поставеното прашање.
2.3.Изменување и дополнување на тендерската документација
2.3.1.Договорниот орган може, по свое наоѓање или врз основа на поднесените прашања за
објаснување поднесени од страна на економските оператори, да ја измени или да ја дополни
тендерската документација, при што во најкус можен рок, но не подоцна од шест дена пред истекот
на крајниот рок за поднесување на понудите ги пра",review_section_content,yes,,"1.6.1.Договорот за јавна набавка ќе се додели со примена на отворена постапка.
1.6.2.Оваа постапка се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнава интернет адреса
https://www.e-nabav",draft_from_target_section
REQ-SEC-3-4,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,3.4,3.4.Цена на понудата,"3.4.Цена на понудата
3.4.1.Во цената на понудата треба да се засметани сите трошоци и попусти на вкупната цена на
понудата, изразена во денари, без ДДВ кој се искажува посебно. Оттука, предмет на евалуација ќе
биде вкупната цена во денари со вклучени увозни царини без ДДВ.
Македонскиот денар ќе се користи како валута за утврдување на висината на банкарските гаранции
доколку се побарани во тендерската документација и тоа: банкарска гаранција на понудата,
банкарска гаранција за авансно плаќање и банкарска гаранција за квалитетно извршување на
8
договорот, висината на авансот (доколку e побаран) како и вредноста на договорот за јавна набавка
со најповолниот понудувач, доколку е со седиште во странство.
Курсната листа која ќе се користи е курсната листа на Народната банка на Република Северна
Македонија, а курсевите за размена се оние кои важеле 14 дена пред крајниот рок за поднесување
на понудите.
3.4.2.Економскиот оператор во листата на цени ја внесува цената за секој дел поединечно. 2
3.4.3.Економскиот оператор понудената цена задолжително ја внесува и во ЕСЈН преку веб
образецот „Поднеси понуда/пријава за учество“, панел „Детали“, во полето за внесување на цената.
Цената на понудата се пишува со бројки и букви.
3.5.Начин на плаќање
3.5.1.Договорниот орган плаќањето ќе започне да го врши од денот на доставување на фактурата
во Писарницата на Министерството за транспорт, по следнава динамика
- за 2026 –ќе се исплатат најмногу средства во износ до 84.134.000,00 со вклучен ДДВ во
рок од 30 дена од денот на доставување на фактурата со прилог извештај за испорака и
инсталација на фаза 1ч
- за 2027 – ќе се исплатат најмногу средства во износ до 109.008.400,00 со вклучен ДДВ во
рок од 30 дена од денот на доставување на фактурата со прилог извештај за испорака и
инсталација на фаза 2 и фаза 3 од софтверот, и со прилог записник за примопредавање на
софтверот и изворниот код на компјутерскиот софтверч
-за 2028 - ќе се исплатат најмногу средства во износ до 24.263.250,00 со вклучен ДДВ.
Начинот на плаќање на услугите кои се предмет на договорот за јавна набавка ќе биде
задолжителен за избраниот носител на набавката.
Секоја понуда која содржи начин на плаќање поинаков од утврдениот ќе се смета за
неприфатлива и како таква ќе биде одбиена од страна на комисијата за јавни набавки..
3.6.Начин и рок на извршување на Услуги
3.6.1.Носителот на набавката е должен 3-те фази од и",review_section_content,yes,,"3.4.Цена на понудата
3.4.1.Во цената на понудата треба да се засметани сите трошоци и попусти на вкупната цена на
понудата, изразена во денари, без ДДВ кој се искажува посебно. Оттука, предмет на евалуација ќе
биде вкупната цена во денари со вклучени увозни царини без ДДВ.
Македо",draft_from_target_section
REQ-SEC-4-2,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,4.2,4.2.Краен рок за поднесување на понудите,"4.2.Краен рок за поднесување на понудите
4.2.1.Краен рок за доставување на понудите е 23.03.2026 година, до 10:00 часот.
4.2.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk .
4.2.3.По истекот на крајниот рок за поднесување на понудите истите нема да може да се
поднесат.",review_section_content,yes,,"4.2.Краен рок за поднесување на понудите
4.2.1.Краен рок за доставување на понудите е 23.03.2026 година, до 10:00 часот.
4.2.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk .
4.2.3.По истекот на крајниот рок за поднесување на понудите ист",draft_from_target_section
REQ-SEC-4-3,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,4.3,4.3.Содржина на понудата,4.3.Содржина на понудата,review_section_content,yes,,4.3.Содржина на понудата,draft_from_target_section
REQ-SEC-4-3-1,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,4.3.1,4.3.1.Понудата треба да е составена од следнава документација,"4.3.1.Понудата треба да е составена од следнава документација
 финансиска понуда
техничка понуда со бараните прилози кон техничката понуда
документи за докажување дека не постојат причини за исклучување од постапката,
документ за докажување на способноста за вршење на професионална дејност,
докази за исполнување на економската и финансиската способност
докази за исполнување на техничката или професионалната способност
докази за стандардите за системи за квалитет
изјава за сериозност на понудата",review_section_content,yes,,"4.3.1.Понудата треба да е составена од следнава документација
 финансиска понуда
техничка понуда со бараните прилози кон техничката понуда
документи за докажување дека не постојат причини за исклучување од постапката,
документ за докажување на способноста за вршење на професи",draft_from_target_section
REQ-SEC-4-4,тендерска_документација_02320-2026_20260219144722.pdf,section_extract,section_extract,4.4,4.4.Подизведување,"4.4.Подизведување
11
4.4.1.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во
понудата:
Ги наведува сите подизведувачи, како и секој дел од договорот за кој има намера да го
додели на подизведувачи;
Доставува контакт податоци за законските застапници на предложените подизведувачи;
Доставува документација за утврдување способност на предложените подизведувачи и
Доставува барање од подизведувачот за директно плаќање, доколку подизведувачот го
бара тоа.
5.УТВРДУВАЊЕ СПОСОБНОСТ",review_section_content,yes,,"4.4.Подизведување
11
4.4.1.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во
понудата:
Ги наведува сите подизведувачи, како и секој дел од договорот за кој има",draft_from_target_section
