requirement_id,source_file,category,hint_tag,section_code,section_heading,requirement_text,evidence_expected,mandatory,source_pages,snippet,status
REQ-SEC-4,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,4,4.ПОДНЕСУВАЊЕ И ОТВАРАЊЕ НА ПОНУДИ...........................................................................6,4.ПОДНЕСУВАЊЕ И ОТВАРАЊЕ НА ПОНУДИ...........................................................................6,review_section_content,yes,,4.ПОДНЕСУВАЊЕ И ОТВАРАЊЕ НА ПОНУДИ...........................................................................6,draft_from_target_section
REQ-SEC-5,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,5,5.УТВРДУВАЊЕ СПОСОБНОСТ...................................................................................................8,"5.УТВРДУВАЊЕ СПОСОБНОСТ...................................................................................................8
6.КРИТЕРИУМ ЗА ИЗБОР НА НАЈПОВОЛНА ПОНУДА...............................................................8
7.ЕВАЛУАЦИЈА И ОТВАРАЊЕ НА ПОНУДИТЕ............................................................................9
8.СКЛУЧУВАЊЕ НА ДОГОВОРОТ ЗА ЈАВНА НАБАВКА ИЛИ НА РАМКОВНАТА СПОГОДБА.11
9.ПРАВО НА ЖАЛБА И ЗАВРШУВАЊЕ НА ПОСТАПКАТА ЗА ЈАВНА НАБАВКА......................12
10.ЗАДОЛЖИТЕЛНИ ЕЛЕМЕНТИ ОД ДОГОВОРОТ ЗА ЈАВНА НАБАВКА..................................13
1.ОПШТИ ИНФОРМАЦИИ ВО ВРСКА СО ДОГОВОРНИОТ ОРГАН И ПРЕДМЕТОТ НА
НАБАВКА
1.1.Договорен орган
1.1.1.Договорен орган е Акционерско друштво за производство на електрична енергија ЕЛЕКТРАНИ
НА СЕВЕРНА МАКЕДОНИЈА, во државна сопственост, Скопје, адреса ул. 11 Октомври бр.9, телефон
02 3149 127, електронска адреса nikola.pesevski@elem.com.mk и веб локација www.elem.com.mk.
1.1.2.Лице за контакт кај договорниот орган е Диме Марков, телефон 043361216, електронска
адреса dimemarkov@tecnegotino.com.mk.
1.2.Предмет на набавка
1.2.1.Предмет на набавка е набавка на стоки Средства за хигиена.
Детален опис на предметот на набавка е даден во техничките спецификации.
1.2.2.Предметот на набавката не e делив.
1.2.3.Договорот за јавната набавка ќе биде со времетраење од 12 месеци.",review_section_content,yes,,"5.УТВРДУВАЊЕ СПОСОБНОСТ...................................................................................................8
6.КРИТЕРИУМ ЗА ИЗБОР НА НАЈПОВОЛНА ПОНУДА...............................................................8
7.ЕВАЛУАЦИЈА И ОТВАРАЊЕ НА ПОНУДИТЕ...............",draft_from_target_section
REQ-SEC-1-3,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,1.3,1.3.Општи мерки за спречување на корупцијата,"1.3.Општи мерки за спречување на корупцијата
1.3.1. Договорниот орган во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.3.2. Кај договорниот орган Акционерско друштво за производство на електрична енергија
ЕЛЕКТРАНИ НА СЕВЕРНА МАКЕДОНИЈА, во државна сопственост, Скопје, лицето Билјана Николова,
контакт тел/моб 02/3149-256, електронска адреса biljana.nikolova@elem.com.mk, е овластено за
прием на пријави за заштитено внатрешно и надворешно пријавување од страна на укажувачи, а во
врска со корупција во јавните набавки.1
1.4.Вид на постапка за јавна набавка
1.4.1.Договорот за јавна набавка ќе се додели со примена на набавка од мала вредност.
1.4.2.Набавка од мала вредност ќе се изврши со објавување оглас.
1.4.3.Оваа постапка ќе се спроведува со користење на електронски средства преку Електронскиот
систем за јавни набавки (во натамошниот текст: ЕСЈН), достапен на следнава интернет адреса
https://www.e-nabavki.gov.mk и Правилникот за начинот на користење на електронскиот систем за
јавни набавки („Службен весник на Република Северна Македонија“ бр. (64/2019,271/19).",review_section_content,yes,,"1.3.Општи мерки за спречување на корупцијата
1.3.1. Договорниот орган во постапката за јавна набавка и при извршување на договорот, ќе ги
преземе сите потребни мерки со цел навремено откривање на корупцијата и отстранување или
намалување на штетните последици од истата.
1.3.2. Ка",draft_from_target_section
REQ-SEC-1-5,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,1.5,1.5.Посебни начини за доделување на договорот за јавна набавка,"1.5.Посебни начини за доделување на договорот за јавна набавка
1.5.1.Електронска аукција: Постапката ќе се спроведе БЕЗ користење на електронска аукција.
1.5.2.Рамковна спогодба: Постапката ќе се спроведе БЕЗ користење на рамковна спогодба.
1 Во согласност со членовите 4 и 5 од Законот за заштита на укажувачи
2.ПОЈАСНУВАЊЕ, ИЗМЕНУВАЊЕ И ДОПОЛНУВАЊЕ НА ТЕНДЕРСКАТА
ДОКУМЕНТАЦИЈА
2.1.Појаснување на тендерската документација
2.1.1.Економскиот оператор може да побара појаснување на тендерската документација преку
модулот „Прашања и одговори“ на ЕСЈН, најмалку четири дена пред крајниот рок за поднесување
на понудите.
2.1.2.Појаснувањето договорниот орган ќе го достави преку истиот модул, без да го открие
идентитетот на економскиот оператор кој го поставил прашањето, за што економските оператори
што презеле тендерска документација ќе добијат автоматско електронско известување дека е
даден одговор на поставеното прашање.
2.2.Изменување и дополнување на тендерската документација
2.2.1.Договорниот орган може, по свое наоѓање или врз основа на поднесените прашања за
објаснување поднесени од страна на економските оператори, да ја измени или да ја дополни
тендерската документација, при што во најкус можен рок, но не подоцна од два дена пред истекот
на крајниот рок за поднесување на понудите ги прави достапни измените и дополнувањата на ист
начин како што ја направил достапна тендерската документација, по што сите економски оператори
што ја презеле ќе добијат автоматско електронско известување дека е објавена измена.
2.2.2.Во случај на измена на тендерската документација, договорниот орган крајниот рок за
поднесување на понудите ќе го продолжи пропорционално на сложеноста на измената или
дополната на тендерската документација во последните четири дена пред истекот на рокот за
поднесување понуди.
3.ПОДГОТОВКА НА ПОНУДАТА
3.1.Право на учество
3.1.1.Право да достави понуда има секое заинтересирано физичко или правно лице или група такви
лица, вклучувајќи ги и сите привремени здружувања, кои на пазарот или во постапката за јавна
набавка го нудат предметот на набавка.
3.1.2.Составен дел од групната понуда е договор за поднесување групна понуда со кој членовите
во групата економски оператори меѓусебно и кон договорниот орган се обврзуваат за извршување
на договорот за јавна набавка. Овој договор потребно е да ги содржи следниве податоци:
членот на групата кој ќе биде носител н",review_section_content,yes,,"1.5.Посебни начини за доделување на договорот за јавна набавка
1.5.1.Електронска аукција: Постапката ќе се спроведе БЕЗ користење на електронска аукција.
1.5.2.Рамковна спогодба: Постапката ќе се спроведе БЕЗ користење на рамковна спогодба.
1 Во согласност со членовите 4 и 5 од З",draft_from_target_section
REQ-SEC-3-4,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,3.4,3.4.Цена на понудата,"3.4.Цена на понудата
3.4.1.Во цената на понудата треба да се засметани сите трошоци и попусти на вкупната цена на
понудата, изразена во денари, без ДДВ кој се искажува посебно. Оттука, предмет на евалуација ќе
биде вкупната цена во денари со вклучени увозни царини без ДДВ.
Македонскиот денар ќе се користи како валута за утврдување на висината на банкарските гаранции
доколку се побарани во тендерската документација и тоа: банкарска гаранција на понудата,
банкарска гаранција за авансно плаќање и банкарска гаранција за квалитетно извршување на
договорот, висината на авансот (доколку e побаран) како и вредноста на договорот за јавна набавка
со најповолниот понудувач, доколку е со седиште во странство.
Курсната листа која ќе се користи е курсната листа на Народната банка на Република Северна
Македонија, а курсевите за размена се оние кои важеле 14 дена пред крајниот рок за поднесување
на понудите.
3.5.Начин на плаќање
3.5.1.Начинот на плаќање е 100 % вирмански по извршената испорака во рок од 30 (триесет) дена
по достава на финансиска документација (фактура) во Архивата на Договорниот орган..
3.5.2.Начин и рок на испорака на Стоки
3.5.3.Носителот на набавката е должен предметот на набавката да го испорача сукцесивно по
потреба на Договорниот Орган, на паритет ДДП АД ЕСМ Подружница ТЕЦ Неготино..
3.5.4.Носителот на набавката е должен предметот на набавка да го испорача во рок од 3 (три) дена
по добивање на нарачка по е-маил потпишана од страна на овластено лице од АД ЕСМ Подружница
ТЕЦ Неготино, односно комерцијалист од Службата за Јавни Набавки на АД ЕСМ Подружница ТЕЦ
Неготино..
3.6.Период на важност на понудата
3.6.1.Понудата треба да е со важност од 90 дена.
3.6.2.Договорниот орган може, во исклучителни случаи кои не настанале по негова вина, да побара
од понудувачите продолжување на периодот на важност на понудите.
3.7.Средства за обезбедување
3.7.1.Со понудата економскиот оператор доставува изјава за сериозност на понудата.
3.7.2.Со изјавата економскиот оператор изјавува дека:
нема да ја повлече својата понуда пред истекот на периодот на нејзината важност,
ќе ја прифати исправката на аритметичките грешки од страна на комисијата,
ќе го потпише договорот за јавна набавка согласно со условите од тендерската
документација и доставената понуда или
ќе ја обезбеди гаранцијата за квалитетно и навремено извршување на договорот, ако
договорниот орган ја предвидел ",review_section_content,yes,,"3.4.Цена на понудата
3.4.1.Во цената на понудата треба да се засметани сите трошоци и попусти на вкупната цена на
понудата, изразена во денари, без ДДВ кој се искажува посебно. Оттука, предмет на евалуација ќе
биде вкупната цена во денари со вклучени увозни царини без ДДВ.
Македо",draft_from_target_section
REQ-SEC-4-2,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,4.2,4.2.Краен рок за поднесување на понудите,"4.2.Краен рок за поднесување на понудите
4.2.1.Краен рок за доставување на понудите е 27.02.2026 година, до 10:00 часот.
4.2.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk .
4.2.3.По истекот на крајниот рок за поднесување на понудите истите нема да може да се поднесат
преку ЕСЈН.",review_section_content,yes,,"4.2.Краен рок за поднесување на понудите
4.2.1.Краен рок за доставување на понудите е 27.02.2026 година, до 10:00 часот.
4.2.2.Понудите се поднесуваат преку ЕСЈН на следнава веб адреса: https://www.e-nabavki.gov.mk .
4.2.3.По истекот на крајниот рок за поднесување на понудите ист",draft_from_target_section
REQ-SEC-4-3,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,4.3,4.3.Елементи на понудата,4.3.Елементи на понудата,review_section_content,yes,,4.3.Елементи на понудата,draft_from_target_section
REQ-SEC-4-3-1,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,4.3.1,4.3.1.Понудата треба да е составена од следниве елементи,"4.3.1.Понудата треба да е составена од следниве елементи
финансиска понуда,
техничка понуда со бараните прилози кон техничката понуда,
изјава за сериозност на понудата (Прилог 2),
документ за регистрирана дејност
Подизведување",review_section_content,yes,,"4.3.1.Понудата треба да е составена од следниве елементи
финансиска понуда,
техничка понуда со бараните прилози кон техничката понуда,
изјава за сериозност на понудата (Прилог 2),
документ за регистрирана дејност
Подизведување",draft_from_target_section
REQ-SEC-4-3-2,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,4.3.2,4.3.2.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку,"4.3.2.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во понудата:
ги наведува сите подизведувачи, како и секој дел од договорот за кој има намера да
го додели на подизведувачи;
доставува контакт податоци за законските застапници на предложените
подизведувачи;
доставува документација за утврдување способност на предложените подизведувачи
и
доставува барање од подизведувачот за директно плаќање, доколку подизведувачот
го бара тоа.
5.УТВРДУВАЊЕ СПОСОБНОСТ",review_section_content,yes,,"4.3.2.Понудувачот може дел од договорот за јавна набавка да додели на подизведувач. Доколку
понудувачот користи подизведувач при извршувањето на договорот за јавна набавка, во понудата:
ги наведува сите подизведувачи, како и секој дел од договорот за кој има намера да
го додели ",draft_from_target_section
REQ-SEC-5-1,тендерска_документација_02371-2026_20260220110422.pdf,section_extract,section_extract,5.1,5.1.Критериуми за утврдување на способност на понудувачите,"5.1.Критериуми за утврдување на способност на понудувачите
5.1.1.Договорниот орган го исклучува економскиот оператор од постапката за јавна набавка
доколку до крајниот рок за поднесување на понудите или пријавите за учество е на листата на
издадени негативни референци.
5.1.2.Договорниот орган ќе го исклучи економскиот оператор од постапката за јавна набавка во
случаите доколку
б) економскиот оператор покажал значителни или постојани недостатоци во
исполнувањето клучни обврски во претходни договори за јавни набавки или претходни договори
за концесии и јавно приватни партнерства склучени со договорниот орган, што резултирало со
еднострано раскинување на договорот, барање оштета или преземање други слични санкции од
страна на договорниот орган во последните 12 месеци од денот на објавување на огласот за јавна
набавка.
За да учествуваат во постапката за јавна набавка, економските оператори треба да докажат дека ја
имаат потребната способност за вршење на професионална дејност.
5.1.3.Економскиот оператор треба да е регистриран како физичко или правно лице за вршење на
дејноста поврзана со предметот на договорот за јавна набавка или да припаѓа на соодветно
професионално здружение согласно со прописите на земјата каде што е регистриран.Начин на
докажување на способноста на кандидатите
5.1.4.За докажување на способноста за вршење на професионалната дејност, понудувачот треба
да достави со својата понуда документ за регистрирана дејност како доказ дека е регистриран како
физичко или правно лице за вршење на дејноста поврзана со предметот на договорот за јавна
набавка или доказ дека припаѓа на соодветно професионално здружение согласно со прописите на
земјата каде што е регистриран.Во случај на група економски оператори, сите членови на групата
поединечно ја докажуваат способноста за вршење професионална дејност.
6.КРИТЕРИУМ ЗА ИЗБОР НА НАЈПОВОЛНА ПОНУДА
6.1.Договорниот орган како критериум за избор на најповолна понуда ќе ја користи економски
најповолната понуда врз основа на:
цената
6.1.1.За најповолна понуда ќе биде избрана понудата која има најниска понудена цена.
7.ЕВАЛУАЦИЈА И ОТВАРАЊЕ НА ПОНУДИТЕ
7.1.Отворање на понудите
7.1.1.Отворањето на понудите е јавно, а ќе се изврши на ден 27.02.2026 година во време
определено во тендерската документација како краен рок за поднесување на понудите, на
следнава локација АД ЕСМ Подружница ТЕЦ Неготино.
7.1.2.Понудувачот мо",review_section_content,yes,,"5.1.Критериуми за утврдување на способност на понудувачите
5.1.1.Договорниот орган го исклучува економскиот оператор од постапката за јавна набавка
доколку до крајниот рок за поднесување на понудите или пријавите за учество е на листата на
издадени негативни референци.
5.1.2.Дого",draft_from_target_section
